Title,Content,Label,Class
"Decreto nº 33.059, de 2019",decreto maio publicado doe dispõe sobre procedimentos serem adotados autoridade lançadora lavratura auto infração institui termo imputação responsabilidade tributária terceiros créditos tributários devidos pessoas jurídicas governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando art capítulo v título ii lei outubro código tributário nacional estabelecem casos responsabilidade tributária considerando art lei dezembro estabelece responsabilidade pagamento icms poderá ser atribuída terceiros atos omissões destes concorrerem recolhimento imposto considerando necessidade regulamentar padronizar procedimentos visando atribuição responsabilidade tributária terceiros lançamento crédito tributário mediante lavratura auto infração descumprimento obrigação tributária decreta art decreto disciplina âmbito secretaria fazenda estado ceará atribuição responsabilidade tributária terceiros lançamento crédito tributário mediante lavratura auto infração parágrafo único fins disposto neste decreto imputação responsabilidade tributária procedimento administrativo hábil atribuir responsabilidade tributária terceiro conste relação tributária contribuinte substituto tributário hipóteses legais art fica instituído termo imputação responsabilidade tributária constante anexo único decreto preenchimento obrigatório autoridade lançadora deverá conter i qualificação pessoa física jurídica atribua sujeição passiva ii descrição fatos caracterizam responsabilidade tributária iii valor total crédito tributário imputado responsável parágrafo único deverá ser lavrado termo imputação responsabilidade tributária cada responsável tributário,decretos,2
"Decreto nº 33.082, de 2019",decreto maio publicado doe altera dispositivos decretos s março novembro janeiro julho dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade aperfeiçoar simplificar regras contidas decreto julho relativas operações realizadas estabelecimentos atacadistas varejistas revendedores produtos farmacêuticos considerando necessidade promover ajustes legislação relativa imposto sobre transmissão causa mortis doação quaiquer bens direitos itcd decreta art decreto março passa vigorar alteração incisos iii iv parágrafo único art seguintes termos art parágrafo único iii envio secretaria fazenda estado ceará sefaz anexos i ii deste decreto município conveniado entidades integrantes administração pública estadual direta indireta competência acompanhamento regulação serviços trata caput deste artigo termos convênio firmado devendo ser obedecidos seguintes prazos iv cumprimento prestadoras serviço transporte beneficiárias condições estabelecidas neste decreto convênio ser firmado órgão regulador fique consignada contrapartida sob forma benefício prol usuários serviço público transporte ser efetivada mediante redução tarifa ainda dia determinado nr art decreto novembro passa vigorar seguintes alterações i acréscimo art seguinte redação art hipótese arts contribuinte poderá efetuar pagamento parcial crédito tributário nr,decretos,2
"Decreto nº 33.083, de 2019",decreto maio publicado doe ratifica incorpora legislação tributária estadual ajustes convênios protocolos indica dá outras providências governador estado ceará uso atribuições confere rtigo iv vi constituição estadual considerando realização reunião extraordinária conselho nacional políticas fazendárias confaz realizada brasília df dia março introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual convênios icms art decreto entrará vigor data publicação palácio abolição governo estado ceará fortaleza maio camilo sobreira santana governador estado ceará fernanda mara m carneiro pacobahyba secretário fazenda,decretos,2
"Decreto nº 33.090, de 2019",decreto maio publicado doe altera dispositivo decreto dezembro dispõe sobre regime substituição tributária carga líquida icms operações móveis equipamentos elétricos aparelhos eletrônicos uso pessoal doméstico classificação nacional atividades econômicas cnae fiscal lei novembro governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade promover ajustes decreto dezembro relativamente operações praticadas comércio varejista especialmente estabelecimentos optantes simples nacional trata lei complementar federal dezembro considerando alterações decreto imprescindíveis evitar manutenção tratamento tributário gravoso empresas enquadradas segmento econômico comércio varejista afetar neutralidade imposto decreta art decreto dezembro passa vigorar nova redação seguintes termos i art nova redação art percentual margem valor agregado trata caput deste artigo vinte sete cento estabelecimentos enquadrados condição mei optantes simples nacional nr,decretos,2
"Decreto nº 33.091, de 2019",nota decreto fica revogado art decreto doe decreto maio republicada incorreção doe aprova regulamento altera estrutura organizacional secretaria fazenda sefaz governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando dispõe decreto março quanto indispensável transparência atos governo considerando disposto decreto março considerando finalmente disposto lei alterada lei abril decreta art fica aprovado regulamento alterada estrutura organizacional secretaria fazenda sefaz forma integra anexo i deste decreto art cargos provimento comissão secretaria fazenda sefaz constantes anexo ii deste decreto nota art redação determinada art decreto doe art decreto entra vigor data publicação retroagindo efeitos fevereiro redação original art decreto entra vigor data publicação art revogam-se disposições contrário especialmente decreto outubro palácio abolição governo estado ceará fortaleza maio camilo sobreira santana,decretos,2
"Decreto nº 33.111, de 2019",decreto junho publicado doe altera dispositivos decreto dezembro dispõe sobre regime substituição tributária carga líquida icms operações móveis equipamentos elétricos aparelhos eletrônicos uso pessoal doméstico classificação nacional atividades econômicas cnae fiscal lei novembro governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade promover ajustes decreto dezembro relativamente celebração regime especial tributação referente atividades econômicas contempladas decreto agosto decreta art art decreto dezembro passa vigorar acréscimo seguintes termos art tratamento previsto neste artigo poderá ser estendido contribuinte atacadista detentor regime especial tributação enquadrado,decretos,2
"Decreto nº 33.112, de 2019",decreto abril publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências decreto dezembro regulamenta lei dezembro dispõe acerca fundo desenvolvimento industrial ceará fdi dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade promover ajustes legislação icms tendo vista especificidades particularidades atividade implantação parques geração energia eólica neste estado considerando necessidade simplificar procedimentos operacionais relacionados importação exterior país equipamentos partes peças utilizados cadeia produtiva energias renováveis decreta art decreto julho passa vigorar seguintes alterações i acréscimo art,decretos,2
"Decreto nº 33.119, de 2019",decreto junho publicado doe altera decretos s dezembro regulamenta lei dezembro dispõe acerca fundo desenvolvimento industrial ceará fdi dá outras providências novembro dispõe sobre regime substituição tributária carga líquida icms operações praticadas fabricantes vinhos sidras bebidas quentes forma disposta lei novembro dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade promover ajustes legislação fundo desenvolvimento industrial fdi tendo vista necessidade fixar parâmetros condições prazos projetos transferência unidades fabris âmbito deste estado decreta art ficam acrescidos art decreto dezembro seguintes termos art sociedades empresárias instaladas região metropolitana fortaleza transfiram estabelecimento industrial município índice desenvolvimento humano idh inferior zero vírgula sessenta três implementem linha produção etapa processo industrialização unidade prisional casa privação provisória liberdade garantia utilização mão obra internos termos condições prazos fixados ato específico secretário fazenda poderão utilizar incentivos operações realizadas novo empreendimento desde cumulativamente preencham seguintes condicionantes,decretos,2
"Decreto nº 33.132, de 2019",decreto junho publicado doe altera decreto maio dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando ser necessária alteração decreto maio pertine efeitos adequando-o necessidades secretaria fazenda estado decreta art fica alterado art decreto maio seguintes termos art decreto entra vigor data publicação retroagindo efeitos fevereiro art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza junho camilo sobreira santana governador estado ceará,decretos,2
"Decreto nº 33.133, de 2019",decreto junho publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade efetuar correção redação art decreto julho alterado decreto maio relativas operações realizadas estabelecimentos atacadistas varejistas revendedores produtos farmacêuticos considerando necessidade promover ajustes decreto julho decreta art decreto julho passa vigorar seguintes alterações i art acréscimo alínea inciso ii incisos x xi art ii bem objeto remessa expressa internacional porta porta transportar condição empresa courier,decretos,2
"Decreto nº 33.135, de 2019",decreto junho publicado doe regulamenta lei maio dispõe sobre concessão crédito presumido imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms estabelecimentos exerçam atividade econômica fabricação produtos refino petróleo gás natural sobre concessão anistia remissão imposto governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade regulamentar disposições lei maio decreta art decreto estabelece procedimentos relativos concessão crédito presumido imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms substituição sistema normal apuração estabelecimentos exerçam atividade econômica fabricação produtos refino petróleo gás natural classificada código classificação nacional atividades econômicas cnae art crédito presumido equivalente percentual seis vírgula cinquenta cinco cento aplicado sobre valor imposto debitado operações promovidas estabelecimento vedado aproveitamento quaisquer outros créditos vinculados operações assim créditos relativos devoluções mercadorias aquisições bens ativo imobilizado crédito presumido trata caput deste artigo veda aproveitamento crédito fiscal extemporâneo crédito fiscal acumulado períodos anteriores desde devidamente homologados sefaz percentual crédito presumido trata caput deste artigo poderá ser,decretos,2
"Decreto nº 33.140, de 2019",decreto julho publicado doe revoga decreto maio instituiu campanha denominada nota vale dinheiro dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando permanente necessidade planejamento novas políticas públicas estímulo exigência consumidor documentos fiscais fundamento exercício cidadania função social tributo promoção desenvolvimento socioeconômico estado ceará considerando necessidade estruturar modernizar programa visando estimular educar conscientizar consumidores quanto importância social tributos direito exigência documentos fiscais aquisições bens serviços termos autorizados lei dezembro considerando necessidade cumprimento normas marcos orçamentários pagamento créditos pendentes relacionados documentos fiscais recepcionados validados campanha considerando sendo desenvolvido novo programa incentivo exigência documentos fiscais termos autorizados lei dezembro alinhado programa educação fiscal previsto lei dezembro decreta art fica revogado partir julho decreto maio alterações posteriores instituiu campanha denominada nota vale dinheiro,decretos,2
"Decreto nº 33.159, de 2019",decreto julho publicado doe altera dispositivos decreto dezembro regulamenta lei abril dispõe acerca sistemática tributação relativa imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms incidente operações prestações relacionadas construção instalação funcionamento centro conexões voos hub aeroporto internacional situado neste estado governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade estabelecer detalhes operacionais relativos tributação diferenciada ser conferida empresas construam instalem operem centro internacional conexões voos hub aeroporto internacional localizado neste estado considerando necessidade providenciar manutenções consertos aeronaves fim evitar fatores técnicos motivos acidentes aéreos buscando assim prevenção acidentes decreta art art decreto dezembro passa vigorar acréscimo seguintes termos art excepcionalmente período maio outubro companhia detentora regime especial tributação termos deste decreto poderá manter frequência mínima quarenta quatro voos diários interligação nacional considerada totalidade chegadas partidas aeroporto internacional nr,decretos,2
"Decreto nº 33.167, de 2019",decreto julho publicado doe acrescenta d art decreto agosto regulamenta lei julho institui fundo equilíbrio fiscal estado ceará dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando ratificação nacional convênio maio celebrado conselho nacional política fazendária confaz considerando necessidades prementes manutenção equilíbrio finanças públicas estado ceará quais carecem fonte imediata provinda arrecadação recursos natureza tributária decreta art art decreto agosto passa vigorar acréscimo d art seguinte redação art d falta recolhimento recolhimento menor devido encargo trata decreto relativamente meses competência setembro agosto poderá ser suprida espontaneamente recolhimento dezembro assegurando restituição valores pagos título icms contribuintes recolheram encargo prazo previsto nesta legislação nr art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza julho camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.169, de 2019",decreto julho publicado doe altera decreto julho dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade realizar adequações decreto julho revogou decreto maio instituiu campanha nota vale dinheiro decreta art alínea parágrafo único art decreto julho passa vigorar seguinte redação art reprovação prestação contas caso participante pessoa jurídica junto secretaria proteção social justiça cidadania mulheres direitos humanos sps nr art fica acrescido decreto julho art seguinte redação art fica convalidada execução créditos concedidos virtude projetos apresentados secretaria proteção social justiça cidadania mulheres direitos humanos sps julho ac art decreto entra vigor data publicação efeitos retroativos julho art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza julho camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.173, de 2019",decreto agosto publicado doe altera decreto julho regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando diferimento instituto direito tributário adequado realização política tributária situações especiais exigem intervenção estatal regular mercado configurar contudo benefício fiscal considerando necessidade promover ajustes necessários regulamento icms estado ceará bem regulamentar hipóteses diferimento operações importação exterior gás natural liquefeito estabelecimento industrial realize respectiva transformação gás natural liquefeito gás natural gasoso decreta art decreto julho regulamenta imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar seguintes alterações i acréscimo art k art k fica diferido oitenta oito vírgula oitenta nove cento pagamento icms operações importação exterior país gás natural liquefeito classificado código ncm realizada terminal gás natural liquefeito localizado neste estado saída subsequente parágrafo único disposto caput aplica operações trata inciso vii artigo nr ii acréscimo caput art art,decretos,2
"Decreto nº 33.174, de 2019",decreto agosto publicado doe altera decreto julho regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando diferimento instituto direito tributário adequado realização política tributária situações especiais exigem intervenção estatal regular mercado configurar contudo benefício fiscal considerando necessidade promover ajustes necessários regulamento icms estado ceará bem regulamentar hipóteses diferimento operações internas estabelecimento industrial realize respectiva transformação gás natural liquefeito gás natural gasoso considerando disposto cláusula décima terceira convênio icms tratamento tributário concedido saída interna gás natural estado bahia conforme art inciso xxxii decreto março devidamente depositado conselho nacional política fazendária confaz considerando necessidade equilibrar concorrência contribuintes industriais mesma região decreta art decreto julho regulamenta imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar seguintes alterações i acréscimo art l art l fica diferido pagamento icms operações saídas internas gás natural praticadas estabelecimento industrial realize respectiva transformação gás natural liquefeito gás natural gasoso destinadas estabelecimento gerador energia,decretos,2
"Decreto nº 33.184, de 2019",decreto agosto publicado doe concede parcelamento imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms contribuintes enquadrados atividade econômica comércio varejista fizerem opção campanha fortaleza liquida promovida câmara dirigentes lojistas fortaleza cdl governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando compromisso deste estado sentido incentivar setor produtivo possibilitando geração emprego renda beneficiando última escala economia cearense decreta art contribuintes icms enquadrados atividade econômica comércio varejista regularmente inscritos cadastro geral fazenda cgf secretaria fazenda deste estado fizerem opção forma expressa campanha fortaleza liquida promovida câmara dirigentes lojistas fortaleza cdl ser realizada fortaleza período agosto setembro poderão efetuar recolhimento icms relativo fatos geradores ocorridos mês setembro três parcelas mensais iguais sucessivas datas posterior vencimento poderão fazer opção campanha trata caput deste artigo contribuintes cujos estabelecimentos situados municípios integrantes região metropolitana fortaleza saber aquiraz caucaia chorozinho eusébio guaiuba fortaleza horizonte itaitinga maracanaú maranguape pacajus pacatuba gonçalo amarante bem municípios cascavel pindoretama câmara dirigentes lojistas fortaleza cdl deverá encaminhar secretaria fazenda setembro relação completa definitiva contribuintes aderirem campanha mediante arquivo magnético formato excel três colunas primeira contendo número inscrição contribuinte cadastro geral fazenda cgf,decretos,2
"Decreto nº 33.185, de 2019",decreto agosto publicado doe altera art decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade estabelecer regime tributação operacional simplificado contribuintes exerçam atividades comércio atacadista varejista produtos farmacêuticos tornando-os competitivos considerando necessidade neutralizar concorrência desleal contribuintes deste estado exerçam mesma atividade econômica decreta art art decreto julho passa vigorar seguintes termos art base cálculo imposto ser recolhido estabelecimento receber transferência mercadorias sujeitas presente sistemática oriundas outras unidades federação acrescida mva percentual quarenta nove vírgula zero oito cento nr nota art nova redação determinada art decreto doe art decreto entra vigor data publicação redação original art decreto entra vigor data publicação produzindo efeitos partir julho palácio abolição governo estado ceará fortaleza agosto,decretos,2
"Decreto nº 33.186, de 2019",decreto agosto publicado doe altera alínea b inciso iii art decreto dezembro regulamenta exercício lei julho instituiu fundo equilíbrio fiscal estado ceará feef governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover correção redação decreto dezembro fim adequar-se redação estabelecida inciso i art lei julho estabelece exercício receita fundo equilíbrio fiscal estado ceará feef encargo correspondente percentual nove cento incentivo benefício concedido empresa contribuinte icms decreta art alínea b inciso iii art decreto dezembro passa vigorar seguinte redação art iii b sobre valor benefício fiscal obtido conforme alíneas inciso iii caput deste artigo aplicado percentual resultar diferença alcançar percentual nove cento disposto inciso iii caput deste artigo nr art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.187, de 2019",decreto agosto publicado doe altera dispositivos decreto dezembro regulamenta lei abril dispõe acerca sistemática tributação relativa imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms incidente operações prestações relacionadas construção instalação funcionamento centro conexões voos hub aeroporto internacional situado neste estado governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade estabelecer detalhes operacionais relativos tributação diferenciada ser conferida empresas construam instalem operem centro internacional conexões voos hub aeroporto internacional localizado neste estado considerando necessidade providenciar manutenções consertos aeronaves fim evitar fatores técnicos motivos acidentes aéreos buscando assim prevenção acidentes decreta art art decreto dezembro passa vigorar alteração seguintes termos art excepcionalmente companhia detentora regime especial tributação termos deste decreto poderá manter frequência mínima quarenta quatro voos diários interligação nacional considerada totalidade chegadas partidas aeroporto internacional desde comprovem através processo protocolado célula gestão fiscal macrossegmentos cemas i suspensão operações aeronaves agência nacional aviação civil,decretos,2
"Decreto nº 33.188, de 2019",decreto agosto publicado doe altera dispositivo decreto agosto disciplina concessão crédito presumido icms aquisição módulo fiscal eletrônico mfe emissão cupom fiscal eletrônico cf governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando celebração convênio icms março prorroga disposições convênio icms fevereiro autoriza estado ceará conceder crédito presumido icms aquisições equipamento emissor cupom fiscal eletrônico cf-e decreta art decreto agosto passa vigorar nova redação art seguintes termos art decreto entra vigor data publicação produzindo efeitos relativamente arts dezembro nr art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado ceará fernanda mara m carneiro pacobahyba secretário fazenda,decretos,2
"Decreto nº 33.189, de 2019",decreto agosto publicado doe altera revoga dispositivo decreto setembro estabelece requisitos hardware software gerais desenvolvimento equipamento emissor cupom fiscal ecf procedimentos aplicáveis contribuinte usuário ecf empresas credenciadas governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade atualizar decreto setembro decreta art caput art decreto setembro passa vigorar nova redação seguintes termos art ecf somente poderá ser utilizado após deferimento pedido uso lavratura termo rudfto fiscalização observando-se seguintes exigências nr art revoga-se inciso vi art decreto art decreto entra vigor data publicação exceto quanto disposto art produz efeitos desde janeiro palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.190, de 2019",decreto agosto publicado doe ratifica incorpora legislação tributária estadual ajustes convênios protocolos indica dá outras providências governador estado ceará uso atribuições confere artigo iv vi constituição estadual considerando realização reunião ordinária conselho nacional políticas fazendárias confaz realizada brasília df dia abril introduziu alterações legislação estadual decreta art ficam ratificados incorporados legislação tributária estadual i ajustes sinief s ii convênios icms iii protocolos icms s art decreto entrará vigor data publicação palácio governo estado ceará fortaleza agosto camilo sobreira santana governador estado fernanda mara oliveira macedo pacobayba secretária fazenda,decretos,2
"Decreto nº 33.191, de 2019",decreto agosto publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade promover ajustes decreto julho decreta art inciso iii art decreto julho passa vigorar seguinte alteração art iii oitenta cento saída veículos usados nr art decreto entra vigor data publicação produzindo efeitos partir janeiro palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado ceará fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.192, de 2019",decreto agosto publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade alterar redação art d decreto julho adequando-o conjuntura econômica atual decreta art decreto julho passa vigorar nova redação art d seguintes termos art d tratamento tributário previsto caput deste artigo aplica operações destinadas consumidor final nr art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado ceará fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
"Decreto nº 33.193, de 2019",decreto agosto publicado doe concede isenção imposto sobre operações relativas circulação mercadorias sobre prestações serviço transporte interestadual intermunicipal comunicação icms comercialização sanduíches denominados big mac efetuada durante evento mcdia feliz governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando disposições convênio icms julho prorrogado setembro convênio icms abril autoriza estados distrito federal isentar icms comercialização sanduíches denominados big mac ocorrida durante evento mcdia feliz decreta art ficam isentas imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms operações saída sanduíche denominado big mac realizadas estabelecimentos integrantes rede mcdonald s inclusive franqueados localizados estado ceará participarem evento mcdia feliz ocorrer data agosto estabelecimentos referidos caput deste artigo deverão destinar integralmente renda proveniente venda sanduíche após dedução outros tributos incidentes associação peter pan combate câncer infanto-juvenil inscrita cnpj sob entidade fins lucrativos credenciada estado ceará receber referida doação benefício fiscal trata decreto fica condicionado comprovação estabelecimentos participantes evento junto secretaria fazenda estado ceará doação total renda líquida auferida venda sanduíches big mac associação referida deste artigo art decreto entra vigor data publicação palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda,decretos,2
Decreto nº 33.214 de 2019,decreto agosto publicado doe altera dispositivos decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto julho tange competência desenvolvimento ação fiscal decreta art decreto julho passa vigorar nova redação acréscimo art seguintes termos art i secretário fazenda ii secretário executivo receita iii coordenador coordenadoria monitoramento fiscalização comfi iv coordenador coordenadoria atendimento execução coate v coordenador coordenadoria fiscalização mercadorias trânsito cofit vi coordenador coordenadoria pesquisa análise fiscal copaf vii orientadores seguintes células célula gestão fiscal setores econômicos b célula gestão fiscal macro-segmentos econômicos c célula gestão fiscal substituição tributária comércio exterior d célula atendimento acompanhamento célula execução administração tributária água fria,decretos,2
"Decreto nº 33.231, de 2019",decreto agosto publicado doe altera decreto julho consolida regulamenta legislação imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms dá outras providências governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando necessidade promover ajustes decreto julho considerando necessidade disciplinar operações praticadas contribuintes segmento comércio varejista atacadista envolvam venda entrega futura mercadorias serem entregues diretamente estabelecimento matriz filial contribuinte decreta art decreto julho passa vigorar seguintes alterações i art nova redação inciso iii art iii operações camarão salmão bacalhau hadoque moluscos cento b vírgula cinco cento partir janeiro nr ii acréscimo art art operações internas interestaduais praticadas contribuintes segmento comércio varejista atacadista envolvam venda entrega futura mercadorias serem entregues diretamente estabelecimento matriz filial contribuinte deverá ser emitida nf-e i estabelecimento varejista atacadista efetuar venda mercadoria conterá além outras exigências previstas legislação,decretos,2
"Decreto nº 33.243, de 2019",decreto agosto publicado doe altera decreto agosto dispõe sobre gestão inscrições poder executivo estadual cadastro nacional pessoa jurídica cnpj manutenção regularidade jurídica fiscal econômico financeira estado ceará cauc dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando necessidade maior celeridade efetividade execução atividades regularidade jurídica econômico-financeira estado ceará junto órgãos âmbito federal estadual municipal decreta art fica alterado paragrafo único artigo decreto agosto passa vigorar seguinte redação parágrafo único fica designado secretário fazenda atribuições representação legal cnpj estado ceará nr art decreto entra vigor data publicação art ficam revogadas disposições contrário palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado fernanda mara oliveira macedo carneiro pacobahyba secretária fazenda aloísio carvalho secretário estado chefe controladoria ouvidoria geral carlos mauro benevides filho secretário planejamento gestão,decretos,2
"Decreto nº 33.246, de 2019",decreto agosto publicado doe altera decreto junho dispõe sobre uniformização procedimentos emissão escrituração manutenção prestação informações documentos fiscais impressos via única meio sistema eletrônico processamento dados contribuintes prestadores serviços comunicação oufornecedores energia elétrica governador estado ceará uso atribuições conferem incisos iv vi art constituição estadual considerando disposto cláusula sexta convênio icms dezembro faculta estados federação determinar entrega contribuintes mediante transmissão eletrônica dados arquivos mantidos meio óptico contendo informações relativas documentos fiscais emitidos via única prestadores serviços comunicação fornecedores energia elétrica decreta art dispositivos abaixo decreto junho passam vigorar seguintes alterações i inciso i parágrafo único art acréscimo alíneas f g art parágrafo único i f data emissão documento fiscal g cnpj emitente documento fiscal nr ii inciso iv art art,decretos,2
"Decreto nº 33.251, de 2019",decreto agosto publicada doe consolida legislação icms relativa operações prestações comércio exterior remessa produtos zona franca manaus áreas livre comércio operações estabelecimentos sediados zona processamento exportação zpe ceará dá outras providências governador estado ceará uso atribuições confere art incisos iv vi constituição estadual considerando diversos convênios celebrados conselho nacional política fazendária confaz tratando operações prestações relativas comércio exterior operações remessa produtos zona franca manaus zfm áreas livre comércio alc bem operações prestações serviços realizadas estabelecimentos sediados zona processamento exportação zpe estado ceará considerando necessidade racionalizar procedimentos controle fiscalização obrigações tributárias relacionadas comércio exterior principalmente concerne adequação legislação deste estado evolução tecnológica processamento despacho aduaneiro importação exportação âmbito federal considerando fim obediência disposto art lei dezembro necessidade regulamentar incidência icms importações exportações mercadorias bens serviços decreta capítulo único operações prestações comércio exterior áreas incentivadas seção i operações prestações destinadas exterior,decretos,2
"Decreto nº 33.256, de 2019",estado ceará decreto agosto publicada doe altera decreto setembro forma indica dá outras providências governador estado ceará uso atribuições legais confere art incisos iv vi constituição estadual considerando dispõe lei dezembro alterou estrutura organizacional administração estadual decreta art incisos iii viii art decreto setembro passam vigorar seguinte redação art iii secretaria proteção social justiça cidadania mulheres direitos humanos sps viii secretaria esporte juventude sejuv nr art art decreto setembro passa vigorar seguinte redação art presidente conselho titular secretaria planejamento gestão suplente titular secretaria proteção social justiça cidadania mulheres direitos humanos nr art art decreto setembro passa vigorar seguinte redação art impedimento presidente conselho suplente presidir quaisquer reuniões conduzida secretário executivo planejamento orçamento secretaria planejamento gestão seplag nr art decreto entra vigor data publicação art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza agosto camilo sobreira santana governador estado ceará,decretos,2
